"ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"194126","Mtmr11","myotubularin related protein 11",-1.7089733203604,2.50804119325202,-14.48745894792,4.92292834300168e-09,4.5765858548705e-06,11.2188699912545
"21953","Tnni2","troponin I, skeletal, fast 2",-5.82788863265926,0.302071586676651,-14.4032658771297,5.26527789167127e-09,4.62291398888737e-06,9.98262632119732
"12992","Csn1s2b","casein alpha s2-like B",-6.07014263352472,3.56295004142591,-14.1656533788404,6.37760388493964e-09,5.13127622202844e-06,9.20825659131843
"17131","Smad7","SMAD family member 7",1.97277123486981,6.71751901983883,14.1434805256438,6.49364239689754e-09,5.13127622202844e-06,11.0469206089304
"20564","Slit3","slit guidance ligand 3",-1.33143737986023,3.44179493399924,-13.8852225065724,8.02627860977591e-09,6.04034795947136e-06,10.8378628361356
"16878","Lif","leukemia inhibitory factor",3.73893325921556,6.68203416650215,13.7334381938961,9.1057081887473e-09,6.54120964613465e-06,10.6374042088871
"170761","Nherf4","NHERF family PDZ scaffold protein 4",-3.31364787941005,-0.0601930586310906,-13.6237237638369,9.98298474420878e-09,6.58051217107959e-06,9.55326830318761
"73847","Fam110a","family with sequence similarity 110, member A",1.47467090878791,6.84086068344673,13.6225100290411,9.99318477005253e-09,6.58051217107959e-06,10.6206936139902
"12977","Csf1","colony stimulating factor 1 (macrophage)",2.8356237463904,7.4775909421709,13.4190194807548,1.1872997992068e-08,7.50563441066574e-06,10.4499474090711
"12654","Chi3l1","chitinase 3 like 1",2.34291447312524,5.57645723604579,13.2197627736826,1.40875966051025e-08,8.3065952455418e-06,10.2809417373469
"545370","Hmcn1","hemicentin 1",-1.56742438255758,3.10302591282644,-13.1905284982022,1.44483187321273e-08,8.3065952455418e-06,10.2540199317576
"60599","Trp53inp1","transformation related protein 53 inducible nuclear protein 1",-1.258670931154,6.11839604978039,-13.162412964577,1.48046354971766e-08,8.3065952455418e-06,10.2314073546113
"217166","Nr1d1","nuclear receptor subfamily 1, group D, member 1",2.27887939443661,6.26087761383724,13.1288502622278,1.52424235712928e-08,8.3065952455418e-06,10.2029965262086
"67111","Naaa","N-acylethanolamine acid amidase",-2.5385964096814,3.29074574604293,-13.0408250936766,1.64582339336437e-08,8.52495704065396e-06,9.93301755710209
"232016","Itprid1","ITPR interacting domain containing 1",-2.59704434679791,5.00471484116641,-13.0226568497192,1.67219481308702e-08,8.52495704065396e-06,10.1110715764666
"76123","Gpsm2","G-protein signalling modulator 2 (AGS3-like, C. elegans)",-2.17189594243266,4.99093471974964,-12.7634378884851,2.10239744961128e-08,1.01575074018774e-05,9.88063495945632
"329739","Eeig2","EEIG family member 2",-1.52029112638995,4.18813046970528,-12.7535712137113,2.12096775665626e-08,1.01575074018774e-05,9.8759598216904
"79362","Bhlhe41","basic helix-loop-helix family, member e41",1.78860123725529,6.1836849410102,12.7050442456097,2.21490795832157e-08,1.02954133450924e-05,9.82826856369228
"50786","Hs6st2","heparan sulfate 6-O-sulfotransferase 2",1.7513404533859,0.539535996525832,12.4309664567975,2.83691936125016e-08,1.28099067386279e-05,9.57071219947123
"18019","Nfatc2","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2",-2.01180757857906,5.79499693194691,-12.2756143350049,3.27106669005583e-08,1.41944450718012e-05,9.43701014141038
"67971","Tppp3","tubulin polymerization-promoting protein family member 3",-2.65339801437434,4.90816304728091,-12.2284548118425,3.41661607135112e-08,1.41944450718012e-05,9.39483428021214
"235542","Ppp2r3a","protein phosphatase 2, regulatory subunit B'', alpha",-1.10915597439346,6.5010594105959,-12.2204082440132,3.44213902440655e-08,1.41944450718012e-05,9.38440620490901
"74134","Cyp2s1","cytochrome P450, family 2, subfamily s, polypeptide 1",-2.07146867497747,1.40704575239797,-12.2015369687971,3.50280535181124e-08,1.41944450718012e-05,9.31747003865993
"20677","Sox4","SRY (sex determining region Y)-box 4",1.52240538027464,7.46932834590839,12.1354807933322,3.72438890705738e-08,1.46210906999695e-05,9.30505882920951
"170770","Bbc3","BCL2 binding component 3",2.53705512268212,4.02940845538832,12.1107183626333,3.81130132734329e-08,1.46210906999695e-05,9.2094706233195
"12833","Col6a1","collagen, type VI, alpha 1",-2.60160491915639,4.76485530267567,-11.999835869224,4.22814821230681e-08,1.46210906999695e-05,9.17913510555241
"101612","Grwd1","glutamate-rich WD repeat containing 1",1.99727196966835,4.69815786791456,11.9764313979094,4.32225482932393e-08,1.46210906999695e-05,9.14741614925214
"22339","Vegfa","vascular endothelial growth factor A",1.79344981981335,8.41191281756165,11.9697250768192,4.34963370899384e-08,1.46210906999695e-05,9.15147227292065
"14115","Fbln2","fibulin 2",2.25443981638244,4.80129372614924,11.9588381755452,4.39447811368162e-08,1.46210906999695e-05,9.15384858410366
"14585","Gfra1","glial cell line derived neurotrophic factor family receptor alpha 1",2.25912109882279,0.0127067407447704,11.9518144301233,4.4236735428051e-08,1.46210906999695e-05,8.64244500982313
"16835","Ldlr","low density lipoprotein receptor",-1.24028739806605,7.48442251346755,-11.9505666791909,4.42888183186912e-08,1.46210906999695e-05,9.13261092265041
"14287","Fpgs","folylpolyglutamyl synthetase",1.42377068267748,5.14381951119619,11.9477350114144,4.44072610477434e-08,1.46210906999695e-05,9.14623308478502
"72515","Wdr43","WD repeat domain 43",1.93558117454103,6.45103453810206,11.8806226681126,4.73165654450529e-08,1.52610408223187e-05,9.07254483104182
"66234","Msmo1","methylsterol monoxygenase 1",-2.02476055476023,4.59130091298777,-11.8235607438269,4.99516680154557e-08,1.57887232263253e-05,9.02881862958107
"98682","Mfsd6","major facilitator superfamily domain containing 6",-1.06599891043026,6.25786740766827,-11.7714547745478,5.24961245983865e-08,1.5978024659146e-05,8.96997167160317
"12740","Cldn4","claudin 4",5.31400571746547,7.40935096806576,11.7268117251853,5.47871624360873e-08,1.5978024659146e-05,8.47347043037542
"12834","Col6a2","collagen, type VI, alpha 2",-2.43788158403499,4.33697993740567,-11.7187294418505,5.52133175295885e-08,1.5978024659146e-05,8.91100413042604
"14299","Ncs1","neuronal calcium sensor 1",2.19132340342941,2.94685524157437,11.7123256497745,5.55535022279432e-08,1.5978024659146e-05,8.84304124883042
"56040","Rplp1","ribosomal protein lateral stalk subunit P1",1.06749655977818,8.77394648619759,11.7113481246791,5.56056287176052e-08,1.5978024659146e-05,8.9017374850213
"65972","Ifi30","interferon gamma inducible protein 30",1.16229429490575,6.96833669114298,11.6557915768364,5.86564094281502e-08,1.65341316379796e-05,8.84573372979898
"240505","Cdc42bpg","CDC42 binding protein kinase gamma",-1.17342713398412,6.94642760472574,-11.6342794417144,5.98856417022571e-08,1.65341316379796e-05,8.82382087567186
"381410","Zfp408","zinc finger protein 408",-1.15866701113844,4.47669736385045,-11.618356690315,6.08133229094656e-08,1.65341316379796e-05,8.83423159846787
"108897","Aif1l","allograft inflammatory factor 1-like",1.73335631251177,1.86983191724851,11.6024678013063,6.17544551240291e-08,1.65341316379796e-05,8.66928846282199
"12266","C3","complement component 3",4.01890498032725,8.37304532574375,11.5747948648926,6.34311872527105e-08,1.65341316379796e-05,8.78875386463606
"11535","Adm","adrenomedullin",1.37344321929428,4.14815789442212,11.5508418272014,6.49220830088266e-08,1.65341316379796e-05,8.76746222199668
"107094","Rrp12","ribosomal RNA processing 12 homolog",1.69930931023095,6.24391538398807,11.5169773608158,6.70945449715066e-08,1.65341316379796e-05,8.73084913903462
"14621","Gjb4","gap junction protein, beta 4",4.58436254136417,2.95392217518149,11.5116282103986,6.74447930005544e-08,1.65341316379796e-05,8.52978098319844
"226251","Ablim1","actin-binding LIM protein 1",-1.07755409842345,4.63069021032293,-11.50489973672,6.78881499602852e-08,1.65341316379796e-05,8.7049119254104
"21827","Thbs3","thrombospondin 3",-3.47891120549794,2.55316595217784,-11.5031652713096,6.80029458661523e-08,1.65341316379796e-05,8.48449603065886
"14748","Gpr3","G-protein coupled receptor 3",1.16885117101224,4.87124223466939,11.4427497299079,7.21347495948605e-08,1.72729936757148e-05,8.64174761057567
"13400","Dmpk","dystrophia myotonica-protein kinase",-1.79805038370346,5.29690280793962,-11.3969125440448,7.54494597756243e-08,1.77970636163278e-05,8.59226110152491
"11555","Adrb2","adrenergic receptor, beta 2",1.5799507155207,5.58012098734564,11.3544532858906,7.86663266386675e-08,1.82829797970221e-05,8.57227884271189
"13511","Dsg2","desmoglein 2",-0.920155863371264,6.99861242895074,-11.3054639185063,8.25622126192397e-08,1.86542662409066e-05,8.49773466008525
"14038","Wfdc18","WAP four-disulfide core domain 18",2.23184627486315,7.88093477114867,11.3047001975047,8.26245657342106e-08,1.86542662409066e-05,8.52636318580713
"68728","Trp53inp2","transformation related protein 53 inducible nuclear protein 2",-0.977413619268489,6.64149208074602,-11.2637304194779,8.6044849224172e-08,1.91528562977298e-05,8.45612306266351
"67619","Nob1","NIN1/RPN12 binding protein 1 homolog",1.25074631124228,4.93701234604145,11.1905754853868,9.25365108387005e-08,2.03117641290948e-05,8.42085889663662
"20539","Slc7a5","solute carrier family 7 (cationic amino acid transporter, y+ system), member 5",1.08271377390338,7.81697516168031,11.1439028100197,9.69519898593105e-08,2.09894417498157e-05,8.33729153361034
"22704","Zfp46","zinc finger protein 46",-1.04767043840983,6.19468007368988,-11.1269742507794,9.8609045156956e-08,2.10596939143315e-05,8.31736611137764
"52040","Ppp1r10","protein phosphatase 1, regulatory subunit 10",-1.83437209736394,7.17547826653778,-11.1070473706685,1.00598694352275e-07,2.11981568739114e-05,8.29978309073786
"235505","Cd109","CD109 antigen",-2.02083687456469,1.47332067437285,-10.9980925949138,1.12268717022974e-07,2.3334638771074e-05,8.21043790905257
"17762","Mapt","microtubule-associated protein tau",-1.15024463506918,2.06731481360553,-10.9856555159661,1.13690659666711e-07,2.3334638771074e-05,8.20343777026504
"14113","Fbl","fibrillarin",1.58959991915183,4.98062525841005,10.9137564549166,1.22299618990893e-07,2.47797843401548e-05,8.14391417916659
"83554","Fstl3","follistatin-like 3",1.67766052577555,3.5683444199622,10.8882405243683,1.25521096350239e-07,2.48591016189093e-05,8.12004533169311
"118449","Synpo2","synaptopodin 2",-1.81862289346539,4.33658482776022,-10.8823968961945,1.26271634223261e-07,2.48591016189093e-05,8.07512718397564
"16785","Rpsa","ribosomal protein SA",1.09905840457324,8.80642034574342,10.8736047284674,1.27409974128806e-07,2.48591016189093e-05,8.06173843448419
"229595","Adamtsl4","ADAMTS-like 4",-1.97037017796656,4.21407207130784,-10.8117618052359,1.35735266832109e-07,2.61604897196909e-05,8.03761193007395
"211064","Alkbh1","alkB homolog 1, histone H2A dioxygenase",1.44583909163383,3.94643017156436,10.7422832894291,1.45791202757077e-07,2.77600502213595e-05,7.95235743444223
"23961","Oas1b","2'-5' oligoadenylate synthetase 1B",-1.81175855992463,1.41077832413238,-10.6894488009487,1.53973274795525e-07,2.89689718436723e-05,7.85066792742401
"69237","Gtpbp4","GTP binding protein 4",1.0385318299206,6.06105681180188,10.5803342364691,1.7247507551336e-07,3.20681893342722e-05,7.76306818472966
"16819","Lcn2","lipocalin 2",1.80058127345731,10.6990796335498,10.5140469262672,1.84870808919808e-07,3.39732356298679e-05,7.70207303367789
"59031","Chst12","carbohydrate sulfotransferase 12",-2.19720808100102,1.9801601312164,-10.4977789206126,1.88056963465956e-07,3.40970145186587e-05,7.63934123535417
"20319","Sfrp2","secreted frizzled-related protein 2",3.38362341411879,2.77994069969196,10.4887067530902,1.89859356975574e-07,3.40970145186587e-05,7.38901177088464
"108673","Ccdc86","coiled-coil domain containing 86",1.4102607142072,4.76092164214629,10.4752454457745,1.92568025831045e-07,3.41948885419532e-05,7.70049788558513
"16665","Krt15","keratin 15",-1.98836813553246,6.16792027907501,-10.4593723615711,1.95815419163093e-07,3.43851876050392e-05,7.63620534271846
"23790","Coro1c","coronin, actin binding protein 1C",-1.17958665906724,4.58546158856824,-10.4440387030604,1.99008358974714e-07,3.45618473102899e-05,7.61587907702488
"20444","St3gal2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2",-1.05399519850561,2.42148871120704,-10.3664984889031,2.16033955521685e-07,3.5978622317432e-05,7.55132183920889
"13731","Emp2","epithelial membrane protein 2",-1.12175035276373,5.88328159181707,-10.365258522354,2.16318606310839e-07,3.5978622317432e-05,7.51945999288345
"170459","Stard4","StAR related lipid transfer domain containing 4",-1.59525068348392,3.70864696240207,-10.3626632461567,2.16915690875609e-07,3.5978622317432e-05,7.58369114383485
"17931","Ppp1r12a","protein phosphatase 1, regulatory subunit 12A",-1.35279799642634,6.95713623095108,-10.3543825391537,2.18832660254854e-07,3.5978622317432e-05,7.51805239375807
"68108","Snhg17","small nucleolar RNA host gene 17",1.54392728018033,4.56959734034182,10.3462734886926,2.20727530621835e-07,3.5978622317432e-05,7.56436353022219
"67702","Rnf149","ring finger protein 149",1.01607133259554,6.34991602529809,10.3434864865539,2.21382841064429e-07,3.5978622317432e-05,7.51837080283009
"54189","Rabep1","rabaptin, RAB GTPase binding effector protein 1",-0.936314938994604,4.90340626407006,-10.3350750696636,2.23373323879771e-07,3.5978622317432e-05,7.49156451521458
"327900","Ubtd2","ubiquitin domain containing 2",1.27501039292475,5.23764059874696,10.3266820724091,2.25378613605781e-07,3.5978622317432e-05,7.5291062891888
"11910","Atf3","activating transcription factor 3",-1.8769214688827,10.1548238093646,-10.3063918572582,2.30306726162754e-07,3.63976750027616e-05,7.4770024117182
"17754","Map1a","microtubule-associated protein 1 A",-1.58213951599279,0.991027502993424,-10.2690817518849,2.39673237809914e-07,3.75029292113651e-05,7.48554024644904
"18432","Mybbp1a","MYB binding protein (P160) 1a",1.17342322529611,7.45511581156182,10.2446937249308,2.46016247458995e-07,3.81180468121761e-05,7.38770643308548
"75991","Slain2","SLAIN motif family, member 2",-0.947949746436455,6.09702055007905,-10.1592360235508,2.69704296039125e-07,4.09587577356689e-05,7.29306655551779
"74754","Dhcr24","24-dehydrocholesterol reductase",-1.51273745399924,5.44262486135216,-10.1324566279628,2.77622295234843e-07,4.09587577356689e-05,7.31277050617747
"208715","Hmgcs1","3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1",-1.46035103594276,6.63017084615718,-10.1256307770049,2.79680190518969e-07,4.09587577356689e-05,7.25576890772408
"13139","Dgka","diacylglycerol kinase, alpha",-1.35314768824125,5.721627050588,-10.1239695796466,2.80183490855007e-07,4.09587577356689e-05,7.27724479088019
"235036","Ppan","peter pan homolog",1.58308309937162,5.31501693741992,10.1238315150118,2.80225364645733e-07,4.09587577356689e-05,7.31432342322187
"74035","Nol9","nucleolar protein 9",1.45656315669632,5.25302595768645,10.1216818630675,2.80878202429656e-07,4.09587577356689e-05,7.30870025567401
"18003","Nedd9","neural precursor cell expressed, developmentally down-regulated gene 9",1.12634525606224,7.47767264313487,10.1163907003362,2.82492064868889e-07,4.09587577356689e-05,7.24726133250932
"66970","Ssbp2","single-stranded DNA binding protein 2",-1.05338663317447,4.26623476076606,-10.0905559756485,2.90516164469984e-07,4.17392496662148e-05,7.2324885275184
"353211","Prune2","prune homolog 2",-1.3567397813382,1.58029792727041,-10.0799824757912,2.93870474120351e-07,4.18408015585408e-05,7.28262577592134
"12023","Barx2","BarH-like homeobox 2",-1.99125036960344,3.81637997757662,-10.0603859049408,3.00197659359983e-07,4.2360034004689e-05,7.12219590680888
"223473","Nipal2","NIPA-like domain containing 2",-1.53939639032873,5.6193205394048,-10.0497603362244,3.03689357229244e-07,4.24735097491237e-05,7.18969171933163
"226245","Plekhs1","pleckstrin homology domain containing, family S member 1",1.12949700080428,4.42718650438267,10.0093577101514,3.17369484336881e-07,4.39974327233339e-05,7.13229441269135
"12373","Casq2","calsequestrin 2",-1.83064111524682,1.33799745601875,-9.96668783233391,3.32538396126399e-07,4.56994505424487e-05,7.08329840408452
"84004","Mcam","melanoma cell adhesion molecule",-1.13494920203347,6.04514049016951,-9.94176227011742,3.41757831430972e-07,4.6457955229276e-05,7.04981842061982
"59028","Rcl1","RNA terminal phosphate cyclase-like 1",1.88810073404403,4.49866498669931,9.9359760350216,3.43937026184845e-07,4.6457955229276e-05,7.12239928974994
"26897","Acot1","acyl-CoA thioesterase 1",2.12400413163055,5.66746156900829,9.92549334874793,3.47923052660113e-07,4.65981010528849e-05,7.11941239672789
"27762","Vwa7","von Willebrand factor A domain containing 7",-1.86158868390554,0.992124718750402,-9.90714137952516,3.55021214194831e-07,4.67909217774905e-05,7.09977417658788
"24088","Tlr2","toll-like receptor 2",1.66691229627142,6.58143844126151,9.90211626928698,3.56991809530473e-07,4.67909217774905e-05,7.01062956792931
"382038","Urb2","URB2 ribosome biogenesis 2 homolog (S. cerevisiae)",1.1695505400146,5.15404269526545,9.89355771608236,3.60375111213465e-07,4.67909217774905e-05,7.05012847932241
"231713","Naa25","N(alpha)-acetyltransferase 25, NatB auxiliary subunit",1.27252931981989,5.42047857967439,9.89147018523342,3.61205546497965e-07,4.67909217774905e-05,7.0421522122631
"625638","Fam43b","family with sequence similarity 43, member B",2.23242076992951,-1.29267809043253,9.8506126259006,3.77879257394891e-07,4.85528762916168e-05,6.58720156906586
"226025","Trpm3","transient receptor potential cation channel, subfamily M, member 3",2.2478137163973,1.20718272099386,9.8266021044902,3.88061558663608e-07,4.94590715574167e-05,7.00196946802157
"16531","Kcnma1","potassium large conductance calcium-activated channel, subfamily M, alpha member 1",-1.04051674114844,1.72325276231382,-9.81145639471498,3.94635629101281e-07,4.98945718585332e-05,6.91004144615372
"70784","Rasl12","RAS-like, family 12",-1.71722854894498,2.26263286939712,-9.79748263428433,4.00807056789241e-07,5.02726565515648e-05,6.9067448129239
"78748","Rassf10","Ras association (RalGDS/AF-6) domain family (N-terminal) member 10",2.11378056299083,2.93380060730999,9.77473291136794,4.11076908929972e-07,5.11547989663723e-05,6.90287178670242
"57266","Cxcl14","C-X-C motif chemokine ligand 14",-2.0826885553088,6.74874638309687,-9.75735558448611,4.19111595382946e-07,5.17471847924381e-05,6.87791323668745
"241556","Tspan18","tetraspanin 18",1.01788773037553,2.21349071756795,9.74142331205238,4.26626286993109e-07,5.1871213519675e-05,6.85956830665854
"21771","Utp4","UTP4 small subunit processome component",0.977109890338803,5.52097689785497,9.74130958382397,4.26680445302313e-07,5.1871213519675e-05,6.85565140505691
"16763","Lad1","ladinin",2.09897222123379,4.1778070108399,9.71083369654319,4.41462561415996e-07,5.32585826001405e-05,6.71580422872701
"52530","Nhp2","NHP2 ribonucleoprotein",1.56498440540435,5.26558188411773,9.69371595960694,4.50005541404987e-07,5.38779361845789e-05,6.86603698063493
"74427","Eaf1","ELL associated factor 1",1.21218835259322,6.40790734846085,9.67579659159776,4.59138896794107e-07,5.45581287589027e-05,6.7617655530448
"78749","Filip1l","filamin A interacting protein 1-like",-1.56717986152607,3.94338618111834,-9.65292847117538,4.7108439903049e-07,5.54582772413902e-05,6.75324439725114
"16658","Mafb","MAF bZIP transcription factor B",1.02383337274348,5.00286738411621,9.64287092976274,4.76443258471379e-07,5.54582772413902e-05,6.74792967389647
"12261","C1qbp","complement component 1, q subcomponent binding protein",1.30623093808867,5.9081756135251,9.63406875303352,4.81186897618323e-07,5.54582772413902e-05,6.7450369160722
"104662","Tsr1","TSR1 20S rRNA accumulation",1.44430170344442,5.82165590420305,9.62372522834009,4.86826018076137e-07,5.54582772413902e-05,6.73186449559551
"224139","Golgb1","golgin B1",-0.903105498612369,6.38809728142528,-9.61982172532763,4.88972529101202e-07,5.54582772413902e-05,6.68831733284318
"16852","Lgals1","lectin, galactose binding, soluble 1",-1.61602208169644,5.26516272528865,-9.61471489602807,4.91796080055508e-07,5.54582772413902e-05,6.68138863106789
"238330","Irf2bpl","interferon regulatory factor 2 binding protein-like",0.886409595252504,7.1226756388718,9.61339129745179,4.9253074364892e-07,5.54582772413902e-05,6.67555467326581
"50908","C1s1","complement component 1, s subcomponent 1",1.53742344773174,3.82895832920749,9.60933915674738,4.94787211531006e-07,5.54582772413902e-05,6.70385101949941
"53311","Mybph","myosin binding protein H",2.11071961554143,1.90920665710703,9.53274243526477,5.39593687583596e-07,6.00544974547265e-05,6.68779781308658
"23849","Klf6","Kruppel-like transcription factor 6",-0.890613491120746,10.5458612466617,-9.50311611971799,5.58074457262028e-07,6.16769840739098e-05,6.57680507818244
"53886","Cdkl2","cyclin dependent kinase like 2",-1.67952763227928,4.33197026255129,-9.49575500577162,5.62770788810376e-07,6.17640940719388e-05,6.59596390901891
"65112","Pmepa1","prostate transmembrane protein, androgen induced 1",2.30681271620411,7.46530940437466,9.48577709411704,5.69204381249735e-07,6.20393520087643e-05,6.53435368807375
"24004","Rai2","retinoic acid induced 2",-1.15753587743784,3.57345607922478,-9.47717284188847,5.74815595286653e-07,6.2221819643221e-05,6.53227013757352
"13650","Rhbdf1","rhomboid 5 homolog 1",0.955402429288469,6.72156898284159,9.46705505376738,5.81489830124878e-07,6.25160903081195e-05,6.51293881651487
"17858","Mx2","MX dynamin-like GTPase 2",-1.48145913921546,2.1314017695715,-9.43404095251623,6.03851864808899e-07,6.44815869691881e-05,6.5791118282252
"18795","Plcb1","phospholipase C, beta 1",-1.11591780191373,5.1755758174447,-9.41310350959057,6.18510334021104e-07,6.56036061669096e-05,6.44025264850725
"242122","Vtcn1","V-set domain containing T cell activation inhibitor 1",-2.84951890008224,4.34751214473953,-9.39677321027195,6.30208021714201e-07,6.63987171678082e-05,6.51969778766189
"69288","Rhobtb1","Rho-related BTB domain containing 1",-1.84203534822554,2.21170874415673,-9.38648422070467,6.37699838101481e-07,6.67431009361312e-05,6.51642160017241
"22224","Usp10","ubiquitin specific peptidase 10",0.964986438352655,6.32604260670614,9.37421938792933,6.46755290485722e-07,6.69515229668484e-05,6.40328158312713
"225207","Zfp521","zinc finger protein 521",-1.36773354040096,3.46034839761478,-9.37232804000378,6.4816394671778e-07,6.69515229668484e-05,6.45805355084651
"110196","Fdps","farnesyl diphosphate synthetase",-1.81734892152312,4.41382326535984,-9.36107802998068,6.56611088303125e-07,6.73836470100168e-05,6.49500230578114
"56323","Dnajb5","DnaJ heat shock protein family (Hsp40) member B5",-0.956791384280995,4.31993586032529,-9.34826728324249,6.66374047586692e-07,6.79443577294199e-05,6.36979575832393
"20296","Ccl2","C-C motif chemokine ligand 2",1.75470016929791,4.15291816601193,9.33485350597929,6.7676355030182e-07,6.80830852464609e-05,6.35726043464464
"56615","Mgst1","microsomal glutathione S-transferase 1",1.33668174586964,7.87730706757543,9.3342747563038,6.77215704380267e-07,6.80830852464609e-05,6.35684222649735
"319909","Ism1","isthmin 1, angiogenesis inhibitor",1.30631692272584,3.39660173643495,9.32466996798812,6.84767010098521e-07,6.80830852464609e-05,6.35607302003267
"19889","Rp2","retinitis pigmentosa 2 homolog",-1.12782010064242,4.41029825814838,-9.32441777177516,6.84966499252549e-07,6.80830852464609e-05,6.40365821076656
"216877","Dhx33","DEAH-box helicase 33",1.06244256952983,5.63616663753363,9.30978239727833,6.96650568849035e-07,6.88116599380634e-05,6.36412821714658
"65256","Asb2","ankyrin repeat and SOCS box-containing 2",-1.09264601980728,1.4214205095897,-9.27991526840196,7.21162918044253e-07,7.07904270606917e-05,6.28798163300755
"18430","Oxtr","oxytocin receptor",-1.98530813902423,6.87178090789261,-9.26971843409629,7.29741944406197e-07,7.11903807987379e-05,6.29525323136635
"269261","Rpl12","ribosomal protein L12",1.05468454333864,6.56632274490093,9.24548154419734,7.50575538609824e-07,7.27735939398139e-05,6.25550067020708
"105522","Ankrd28","ankyrin repeat domain 28",1.41515633758395,5.7316730211381,9.21632486697914,7.76486297115153e-07,7.4117794485905e-05,6.25544345458191
"27966","Rrp9","ribosomal RNA processing 9, U3 small nucleolar RNA binding protein",1.12182031039062,4.87972093411237,9.21597537254775,7.76802636949268e-07,7.4117794485905e-05,6.2818439058745
"50918","Myadm","myeloid-associated differentiation marker",-1.76673453601699,6.33053530084246,-9.21384378106549,7.78735008406143e-07,7.4117794485905e-05,6.20817950942015
"68671","Pcyt2","phosphate cytidylyltransferase 2, ethanolamine",-1.07049655058189,5.16345375049709,-9.20894153133437,7.83198663575432e-07,7.4117794485905e-05,6.27772740969509
"16906","Lmnb1","lamin B1",1.81818065642749,5.37281204283501,9.20036716543347,7.91071946637641e-07,7.44172681229838e-05,6.27135078255312
"665649",NA,NA,0.903074116212993,6.41686981575732,9.17986780828145,8.10241021441881e-07,7.44412662486161e-05,6.17895526287533
"320311","Rnf152","ring finger protein 152",-2.03686436404285,0.473203272493567,-9.17967764070812,8.10421161283206e-07,7.44412662486161e-05,6.20168458010079
"80914","Uck2","uridine-cytidine kinase 2",1.11872658542337,5.53525320198981,9.17884597293268,8.1120947874319e-07,7.44412662486161e-05,6.20450280590287
"16598","Klf2","Kruppel-like transcription factor 2 (lung)",-1.88047360276967,6.14102677960872,-9.17762617334582,8.12367183489073e-07,7.44412662486161e-05,6.17623941870496
"71952","Riox1","ribosomal oxygenase 1",1.14820092966309,3.76576621304158,9.17498659978835,8.14878452354504e-07,7.44412662486161e-05,6.28569857609718
"68048","Aen","apoptosis enhancing nuclease",1.18061816536289,5.24567446729629,9.15897005040885,8.30295943410984e-07,7.49227085415607e-05,6.20761151447116
